id	document	label
22384	항상 감사합니다ㅋ	0
22385	수고 많았었요~	0
22386	그리고 태어나줘서 너무 고마워요ㅠㅠ	0
22387	"연아언니, 우선 최선을 다해줘서 너무 고맙구요."	0
22388	 감사드려요~~~	0
22389	조금씩 요리에 자신이 생기도록 쉽게 설명해 주셔서  감사드립니다.	0
22390	쉽고 간결한 설명!!!따라하기 쉬어서 정말 좋아요^^항상 감사 드립니다.	0
22391	 연아선수의 덕이에요!	0
22392	동생이 요리를 못하는 저를 위해 백선생님 집밥레시피 책을 보내줬습니다.	0
22393	지가유  왠만하면  티비를  잘 안보거덩유   근디   선상님  요리푸로는  재방으로라도  볼려고 애 쓰구만유    감사드려유~~~	0
22394	 저렴한 가격에 쉬운 재료로 어쩌면 그렇게 쉽고 맛있게 할수잇는지감사합니다.	0
22395	 요즘 참 감사합니다	0
22396	대한민국의 건강을 위하여 항상 연구하시는 님의 노력에 감사드려요.	0
22397	공카오랜만에 들어와주고 고마워ㅠㅠㅠㅠㅠㅠㅠ	0
22398	정말 감사 합니다.	0
22399	집에서 밥상에 정말도움이됩니다.	0
22400	2년동안 함께해준 예디~	0
22401	 힘들텐데 버텨줘서 그리고 우리한테 미안해 하지마요	0
22402	 너무 감사합니다.	0
22403	백주부님  감사합니다.~~~^^	0
22404	 항상 고맙고 사랑해요	0
22405	좋은 정보 감사합니다.	0
22406	인터넷이든 티비든 쉽게 접할수 있는 백종원님 특급 요리비법 덕분에요리가 즐거워지고 있읍니다~~^^	0
22407	백선생님 응원합니다...	0
22408	요리에 전혀 관심이 없는 남편을 주방으로 보내게 되는 큰 영향력이 있으신분입니다.	0
22409	 앞으로도 좋은음식 소개 부탁드립니다.	0
22410	 감사해요~~	0
22411	가정에서 쉽게 구할 수 있는 재료로 특별한 맛을 낼 수 있게  도와주시는 백주부님 늘 감사해요.	0
22412	 그리고 마지막으로 오빠를 믿어요 !	0
22413	"20대에 외국에서 지내던 외로운 시간에 오빠보고 정말 많은 힘을 얻었었는데요,"	0
22414	 구수한 말투와 쉬운 요리비법 감사해요~~	0
22415	감사해요..	0
22416	항상잼나게  방송해주시니 감사합니다.	0
22417	요리에 대한 마음의 부담을 덜어주셔서 감사합니다.	0
22418	슈가보이덕분에 그나마 밥먹구 있습니다 .	0
22419	돈가스 소스만들기 궁굼했는데 잘배웠습니다	0
22420	 역시 음식은 자신감이라며 저에게 자신감을 넣어준 백선생님께 넘넘 감사하답니다^^	0
22421	조금이나마 음식 만드는 것을 시작할 수 있게 해주셔서 감사합니다.	0
22422	항상 감사한 마음을 가지고 있답니다.	0
22423	감사 합니다~`	0
22424	  감솨!!  ㅎㅎ	0
22425	감사합니다ㆍ	0
22426	항상 감사드려요^^	0
22427	매번 좋은 정보감사해유~	0
22428	요리를 가장 쉽게 알려주셔서 너무 감사합니다~~	0
22429	태어나줘서 고맙고 사랑해요ㅠ???????????	0
22430	남겨주심 고맙습니다.	0
22431	요리 프로보고따라 하는 모습이너무나 이뻐보이니백주부님께 감사드립니다	0
22432	호준군넘 착하고 이뻐	0
22433	승리요정 신소율ㅇㅅㅇ	0
22434	대통령 개잘뽑앗네 ㄷㄷㄷ	0
22435	대한민국 특검 하이팅!통일은 대박이 아니라특검은 이번에 국민들의 대박입니다	0
22436	마음고생 없으니 이렇게 잘하네요 화이팅!	0
22437	덕분에 주말에 즐거웠다 수고했어	0
22438	소방관님들 힘내세요!!!!	0
22439	하루살이 가을야구... 생명연장!!! 고마워요 오지사또 ㅋㅋㅋㅋㅋ	0
22440	보통 15년 내외로 사는 반려동물에게 했으면하는 좋은 소식이네요	0
22441	보검이 너가 좋으면 우리도 좋다 재밌게 놀아ㅋㅋㅋ	0
22442	초보운전자에게 좋겠네요..다른 길로 들어섰다가 욕 먹는 경우 많은데..	0
22443	이렇게 오늘 경쟁자 한명 떨어져 나가네~	0
22444	솔직히몰랐는데 좋은정보네요	0
22445	국민으로써 얼굴에 미소짖는 소식 감사합니다	0
22446	박기자님 화이팅 입니다 수고	0
22447	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 중국한테 간신히 이겨서 암걸렸는데 이 기사보고 암이 나았습니다	0
22448	임정우가 너무 잘해줬다.	0
22449	정말로 당신이 진정한 국민입니다.	0
22450	그래서 부모 잘 만나는것도 실력이야^^	0
22451	당분간 하위권 예약이네ㅋㅋ 다른팀 입장은 그냥 고맙지~	0
22452	오빠 안녕 !	0
22453	선생님들이 계셧기에 지금 저희가 있습니다. 진심으로 머리숙여 감사드립니다.	0
22454	내가하고 싶었던 이야기를 써줘서 고마운데 조금 부족하네...	0
22455	0.5mm 하는 남자배우 있으면 진심 ㅂ랄도 빨아준다	0
22456	직관하시는분들 복터졌고 좋은 댓글 넘 감사합니다ㅎㅎ	0
22457	여러모로 챙기시니라 수고많으셨습니다^^	0
22458	돼지는 고마운 동물이다	0
22459	뭐라해도 몸사리지 않고 센스있게 잘해줘서 고맙던데	0
22460	최선을다해봐라 꿈쩍안할것이다ㅡ 대한민국 수호 어버이연합회ㅡ	0
22461	요즘 박사장 열일하네 너무 보기 좋음	0
22462	기사를 읽기 좋고 쏙쏙 알수 있게 정리되어 있어서 좋네요감사합니당~	0
22463	항상 좋은 노래 불러줘서 고마웠어.	0
22464	트와이스 8관왕 축하해요♡	0
22465	감사합니다..감사하고 또 감사합니다...	0
22466	기대하고 볼게요~	0
22467	착한기업 엘지 화이팅	0
22468	화이팅.. 응원할게요!	0
22469	완전 땡큐지	0
22470	"올때 되니,,온 선수를 굳이....ㅈㅈ"	0
22471	기아하고는 전혀 상관없는데 잘 키워	0
22472	정말 뿌듯합니다 감사해요	0
22473	끝까지 캐내서 정의를 찾아주세요특검팀~~	0
22474	시호때문에 특검이 살구나	0
22475	이거요즘 엄청 홍보하네	0
22476	"난 현무형 입담이 너무 재밌어서 좋아함 ㅋㅋ 나혼자산다, 수요미식회만 꼬박꼬박 챙겨보지만 재밌습니다. 건강 챙기시구요. 항상 겸손함을 유지하세요 ㅋㅋ 응원합니다!"	0
22477	한국의 자주국방을 지지해주시는 트럼프 고맙다	0
22478	인하대에 연영과가 있었단걸 너로인해 첨 알았다.	0
22479	린드블럼 그동안 고생했어요	0
22480	청소해주면 고맙지	0
22481	응원합니다 의원님	0
22482	엘지: 고맙습니다 또 고맙습니다 ㅎㅎ	0
22483	올해수고많았슈~~~	0
22484	추은데 다들 고생많으셨습니다	0
22485	드뎌~완전 기대기대~^^	0
22486	올레 ㅎㅎ 오우 감사합니다 ㅎㅎ	0
22487	아름다운 영상을 위해 노력해주시는 촬영팀과연출팀에게도 무한 감사를 드립니다~~	0
22488	그럼그럼 괜찮아요~~	0
22489	멋있습니다 자랑스러운 우리나라 단지 취업난이 걱정이지만 ...	0
22490	고마운 강아지...	0
22491	고마워요... 한국 정부보다 낫네	0
22492	잘생긴 얼굴에 좋은 성격에 훌륭한 연기력까지 ㅜㅜ	0
22493	일요일 저녁 유일하게 챙겨보는 프로그램	0
22494	믿고보는 수지씨 화이팅!	0
22495	 루이로 와줘사 정말 고마웠어	0
22496	그래서 닥터스 사랑하고 응원합니다!!!!!!!!ㅋ	0
22497	 지금이라도 푹쉬어 다행이다.	0
22498	된장이나 청국장 띄어서 소길댁 브랜드로 파는거 추천드립니다.	0
22499	 덕분에 좋은배우를 알고 가네요.	0
22500	세계 축구의 수준은 어느 정도까지는 평준화 되지 않았나 싶다.	0
22501	실제로 고관절 부상이전까지 윤길현이 78회는 잘막아줬지.	0
22502	 감사합니다!	0
22503	헌재 응원합니다.특검.. 응원합니다.	0
22504	형이 정리해준다	0
22505	연기자로서 확고히 자리매김하게된 진영~	0
22506	우리나라 국민들 멋져~~	0
22507	특검만세. 검찰만세. 특검팀에서대통령이나오길	0
22508	 특검 힘내세요	0
22509	고맙다 새누리 잔챙이들.	0
22510	갓윤미래!!	0
22511	 청년의 앞길에 좋은일만 가득하길 축복합니다.진심!!!	0
22512	 차라리 저가정책으로대충만들었는데도 이정도입니다	0
22513	 이제 첫발을 내딛은거라 생각합니다..	0
22514	 어려운 결정 훌륭합니다.^^	0
22515	 대형화재 진압하신다고 수고했습니다 삼성아~~~	0
22516	감사합니다	0
22517	 국민의 마음을 대표해주셔서 감사합니다ㅜㅜ	0
22518	 이런드라마 고맙습니다~	0
22519	김수로 소속사가 sm인데..	0
22520	청소부 근로자님들 정말 고맙네요..	0
22521	정말 좋은 드라마 고마워요 ㅠㅠ	0
22522	 추운날씨에 고생이 많으십니다.	0
22523	 늘 응원합니다.	0
22524	진정한 차붐의 후계자...	0
22525	좋은 기사 감사합니다.	0
22526	구요운 냥이들 보살펴 줘서 고맙네요.	0
22527	와 수원ㄷㄷ 이건잘했다	0
22528	 유용한 정보 감사합니다.	0
22529	ㅋㅋ 이제 시작이다.	0
22530	그 부분에 대해서 제대로 사과하고 서로 경제적으로 화합하는게 중요하다.	0
22531	 찍고있는 택시운전사 촬영 다치지 말고 잘하시길!	0
22532	그래도 닮았다고 해주신 분들 고맙구요...좋은 댓글 달아주신분들도 감사합니다.	0
22533	이렇게편지보내주는데제가 요새 못챙겨준거같아서깜짝편지를보내기로했어요	0
22534	그냥 고맙습니다...0	0
22535	두가지 방향으로 얘기해주셔서도 고맙구요...	0
22536	다들수고하셧어요	0
22537	ㅡ 댓글 감사드려용	0
22538	 감사합니다.	0
22539	솔직히 남자친구한테 말은 안하지만 고마운게참 많다..	0
22540	알려주시면 감사하겠습니다*^^*	0
22541	 이제는 화해하는 것도 싫고 그냥 살았으면 좋겠다는 생각도 듭니다.	0
22542	 알려주시면 감사하겠습니다ㅠㅠ!	0
22543	관심 감사합니다.	0
22544	이제년수로는 3년이니까 보통편해지겟죠	0
22545	86일때 찍은 우리 아들 사진 하나 올리구요100일때110일때111일때는 두군데 갑니다사진 올라오면 올릴게요오늘로 우리아들 95일째입니다축하해주세요 ^^	0
22546	혹시 이 맘때 이유식거부 극복하는 방법과 단유하는 방법좀 알려주시면 감사하겠습니다~~	0
22547	감사합니다!	0
22548	감사합니다.	0
22549	 댓글감사합니다	0
22550	감사합니당>.	0
22551	이니스프리의 미스트 중에 괜찮은거추천해주시면 감사하겠습니다	0
22552	감사합니다!!!	0
22553	" 전국에 계신 생다남,생다녀여러분 늘, 감사합니다."	0
22554	댓글 달아주시면 고맙겠습니다~!!	0
22555	웃는 모습 보는 것만으로도 힐링되지 않나요?!	0
22556	감사합니다	0
22557	가격이나 뭐 배송이나 이유식의 질등 다양한 시각에서 괜찮은지 이야기 해주시면 감사하겠습니다:D	0
22558	 저번에 힘내시라고 응원해주신분들 감사합니다!	0
22559	  감사해요	0
22560	정말 맛있게 먹었어유~^^고맙습니다^^화이팅~~~~~	0
22561	항상 더 쉽고 맛있는 레시피를 연구하시는 모습이 멋있어요~	0
22562	항상 늘 고마웠습니다.	0
22563	당신이 태어난걸 축하고 고맙습니다.	0
22564	행복한 시간을 선물해 줘서 너무 고마워요~	0
22565	 그 만큼 당신은 저의 영웅이 되었습니다..	0
22566	우리신랑도 백쌤님 열렬 시청자 랍니다	0
22567	요리를 더 쉽게 알려 주어서어렵게만 느껴져서 시작도 안 했던 시기를 벗어나요리 초보자로 입문을 했습니다	0
22568	항상 재미나고 즐겁게 보고 있습니다	0
22569	너무 감사해용~~~^^	0
22570	아름답게 좋은일을 하면서 매일을 살아가는 모습을 가끔 가끔 들으며감사했습니다.	0
22571	요리에 자신이 없어  늘 가족핀잔백주부레시피를  따라했더니  엄마가 한거  맞나고  하네요감사~	0
22572	남자들도 쉽게 요리할 수 있는 요리법을 만들어 주신 백 선생 파이팅	0
22573	맛있는 요리하기를 즐겁게 만들어주는백주부님 감사합니다	0
22574	감사드려요	0
22575	저에게 뭔가 삶을 알게해준 김연아선수안녕하세요..	0
22576	앞으로도 더 좋은 요리 레시피 부탁드립니다	0
22577	항상 좋은정보 감사드립니다...	0
22578	  요즈음 TV에서 정말 재미있게 잘보고 있습니다.	0
22579	앞으로도 계속 맛있는 요리 부탁드립니다..	0
22580	 정말 너무너무 태어나줘서 고맙고 항상 건강해야되요 ㅠㅠㅠ	0
22581	"  지금은 아직 최종결정은 안 났지만, 좋은 소식 생기면 연아선수에게 꼭 감사할 거에요~~"	0
22582	"너무나 편안한 인상에 너무나 편안한 말투, 너무나 쉬운 요리법 정말 최곱니다~~~!@!!"	0
22583	  너무 감사힙니다^^	0
22584	아주 잘 보고 있습니다.	0
22585	"그동안 요리법 공개등 감사를 드리며...서민, 자취생 등 간단히, 영양을 고려한 요리 부탁드립니다."	0
22586	오늘도 요리 감사합니다	0
22587	감사합니다.	0
22588	 감사해요^^~~	0
22589	오빠를 그리구 LG를 넘넘 사랑하는지인올림~~	0
22590	언제나 웃는 모습과 먹방의 진수를 보여주어 감사합니다.	0
22591	  올해는 별루 좋은 일이 생각나지 않는데 연아양만이 기쁜 소식을 전해줬습니다.	0
22592	진심으로 고맙고 사랑해요.	0
22593	 많은 팁과 놓치기쉬운 부분도 자세히가르쳐 주시고 많이 배움니다감사합니다	0
22594	김재현화이팅	0
22595	음식에 대해 취미를 가지게 되었습니다	0
22596	 새롭게 배우는것 많네요	0
22597	백주부님~!^^ 수고가 많습니다.~~^^	0
22598	물넣고 볶는것도 배우고 감사합니다	0
22599	 좋은 음악을 만들어 주셔서 감사합니다.	0
22600	늘 서용빈 선수의 복귀를 기다리는 팬들이 있다는 거 있지 않으셨음 좋겠네요	0
22601	많이 배우고 있습니다.!!!	0
22602	 어제 아송페 수고하셨어요	0
22603	대한민국 밥상문화의 일등공신 백주부님 고맙습니다.	0
22604	다들 어떻게 챙겨주셨는지 ㅠㅠ	0
22605	 요리를 잘 하지 못하는 저에게는 정말 많은 도움이 되었습니다.	0
22606	 준혁이 형이 엘지에 오게 된것은 정말 엘지팬으로써 대환영이었습니다..	0
22607	  다시한번 축하와 감사를 보냅니다.	0
22608	진짜 재밌게 보면서 그나마 웃을 수 있고마음이 편해져요	0
22609	넘 멋졌어요!!!	0
22610	집밥 비법 마니퍼갈께요	0
22611	요리와 담을 쌓은 저에게 너무나도 큰 배움을 주고 계신거 아시나요~~	0
22612	언제나 좋은 정보와 댓글 감사합니다	0
22613	백종원님 덕분에 요리하는게 덜 부담스러워졌어요	0
22614	간단하면서 고급진 요리 감사합니다~	0
22615	백종원 레스피를 요즘 따라하면 요리 배우고 있네요	0
22616	 세븐틴이여서 고마워요사랑해요 !	0
22617	좋은 레시피 감사합니다.	0
22618	항상 맛있게  넉넉하게  푸짐한 미소까지  행복합니다.	0
22619	새 프로그램을 볼 수 있게 해주셔서 감사해요	0
22620	백주부덕에   많은 요리  접할수있어서  감사해요	0
22621	따라하기 쉬운 요리법 감사합니다 .	0
22622	수고 했습니다.	0
22623	많은 도움 감사	0
22624	냉동고기 해동법은 더욱 고맙구요.	0
22625	아무튼 경기 치루느라 많이 수고 하셨습니다	0
22626	주부 경력 25년차지만 이제야 요리의 즐거움을 느끼고 자꾸 해보고 싶게 만드시는 재주가 잇으시네요.	0
22627	백종원님 레시피 항상 감사합니다.	0
22628	너무  고맙고  사랑합니다	0
22629	 항상 건강하고 재미있고 맜있는 음식 보여 주세요	0
22630	느님결혼 후 10년 동안 못 느낀 요리에 재미를 느끼게 해주신 백주부님 감사합니다.	0
22631	기둥 같으세요..^_^	0
22632	 늘 감사합니다.	0
22633	거듭 감사 합니다	0
22634	어제 많이 감사했구요!!!	0
22635	 오빠 태어나줘서 고마워요??	0
22636	매일 재미있게 해주는 백종원씨 앞으로도 응원합니다!	0
22637	 ?세븐틴 해줘서 감사하구 감사해요	0
22638	 오늘 하루도 수고했어~	0
22639	소중하고 귀한 레시피 마음열고   공개하니 요리초보들 모두 감사맘으로 요리하고 있읍니다.	0
22640	"재능기부 하심에,넘 좋쿠유,든든해유~~~~^&^"	0
22641	 감사합니다??????	0
22642	열심히 준비해서 쇼에서 아름다운 모습보여주시고덕분에 피겨를 더 좋아하게 된거 같네요	0
22643	맛난 반찬 감사했습니다	0
22644	항상 하는 일 잘 되시고...요리 쉽게 하시는 법 알려주셔서감사합니다.	0
22645	저에겐 요리에 대한 두려움을 없애주신것 같아요....	0
22646	"외식을 하는 삶에서 ,,,,집밥을 할수 있게 해주신 백선생님 너무너무 감사드립니다~~"	0
22647	요즘 하지 못한 음식을 텔레비젼에서 많은 배움을 얻어 와이프한테 만들주면 맛은 없어도 고마워 하니 백선생님께 감사드립니다.	0
22648	한결같으신 미소와 행동  모든게 엄마들의 영웅이십니다	0
22649	어렵지 않은 요리를 알려 주셔서 감사해요^^	0
22650	백선생님 홧팅...	0
22651	항상 좋은모습 보여주셔서 감사하구여.	0
22652	 세븐틴 사랑하고 고마워요??	0
22653	  항상 열심히 웃겨주셔서 감사합니다.	0
22654	평생 안 해 보던 음식 만들기를 백주부님 덕분에 관심을가지게 되었습니다.	0
22655	오늘 무한도전 잘봤어요~	0
22656	 세븐틴 내가수가되어줘서 고마워요	0
22657	  훌륭한음식 만들어 주어 여러모로 감사드립니다.	0
22658	 큰선물 해주셔서 고마워요~!.	0
22659	무한 감사드리고 항상 응원할께요	0
22660	 운동하시면서 얼마나 힘드셨을까 하시는 생각에...	0
22661	 늘고마워요	0
22662	집에있는재료와  구하기 쉬운걸로 만드는 방법을 알려주셔서...	0
22663	 그리고 태어나 주셔서 정말 감사합니다 ㅠㅠ	0
22664	김연아 선수 아낌 없는 박수를 보냅니다.	0
22665	태어나주셔서 감사해요...	0
22666	정말 오늘 티비 보면서 느낀게 많구요	0
22667	감사 합니다.	0
22668	율작가님두 고마워요	0
22669	백주부님 사랑방같은 tVN 방송 가끔 보고 있습니다.	0
22670	항상 환한 미소가 넘 보기좋아요 ^.^	0
22671	국민의 음식문화 대중화를 위해 힘쓰시는 운영진님 감사합니다.	0
22672	늘 감사드립니다	0
22673	요리을 한번도 안해 보았는대 현지 음식이 맞지 않아고생하는중 백선생님의 요리를 보고 해보니  정말이지 맛있게 해먹고 있습니다	0
22674	맛있는 것을 만들수 있다는 자신감을 얻게 해주어 감사합니다.	0
22675	쉽고 간단하게 설명해 주셔서 감사홧팅!	0
22676	쉽게 설명을 해주셔서 큰 도움이 됩니다	0
22677	최강의 1루맨 용빈형의 파인플레이를^^	0
22678	간편하고 빨리할수 있는 요리들을 알려주셔서항상 고맙습니다.	0
22679	선생님 덕분에 발골도 해보고 참 고맙습니다.	0
22680	항상 좋은 요리 . . . 감사합니다.	0
22681	열심히 해워 볼텡게 잘 부탁 드려유~~~~	0
22682	 이번 시즌에 많은 활약 해주셔서 감사합니다.	0
22683	백선생님께서도 이 새로운 한주에도좋은 일만 가득하시고 기분 좋은 날 되세요	0
22684	고향 친구로서 매우 박감독님이 자랑스럽습니다.	0
22685	백주부님넘 쉽게 잘 가르쳐주셔서 감사합니다.	0
22686	덕분에 요리에 관심을 갖게 되었습니다.	0
22687	남자로서 음식을 하게된 동기부여를 해주셔서 감사합니다.	0
22688	이승엽선수 국민들에 희망과 용기를 줘서 고맙습니다.	0
22689	어르신 감사합니다.	0
22690	리우올림픽 국가대표팀 화이팅	0
22691	감사합니다 조의연판사님 당신덕에 아직 대한민국은 정의가 살아있는듯 합니다 (꾸벅)	0
22692	염감독님 그동안 정말로 감사했습니다	0
22693	제택배가 버뮤다 옥천에 하루쯤 더 머물러도 되니 편안한 마음으로 배송해주세요 택배기사님	0
22694	마타가 점점 맨유스타일에 적응하는 모습 보기 좋네	0
22695	박사님 감사합니다.	0
22696	린드 수고하셨습니다~	0
22697	님들 있어서 그나마 이 나라가 ㅠㅠ	0
22698	기아 불펜에서 저 정도로 해주는 선수도 없지. 영필 선수 올해도 부탁드립니다^^	0
22699	희망을 주셔서 감사합니다	0
22700	넘치지도 모자라지도 않게 도깨비 케스팅 정말~ 잘 하신듯^^대박	0
22701	고생했어요 좋은성적 따내시길!	0
22702	오랜만에 좋은 기사..good	0
22703	오늘 정상호 2출루에 아주 대단했음 폭투 될만한 거 다 블로킹해주고...	0
22704	어머님.. 덕택에 사이다 한잔 마신것 같네요. 감사합니다 . 캬아 !!	0
22705	그동안수고하셨고 감사드립니다	0
22706	특검 수고하시네요	0
22707	이미 국민영웅이십니다.	0
22708	박원순 서울 시장님 그리고 제일 고생하시는 종사자분들 항상 감사합니다	0
22709	유익한 기사 감사하니다	0
22710	사람이 개념있네요~^^	0
22711	박 근 혜~~~~대 통 령~~~~~~화~~~~~~~~이~~~~~~~~~팅^^	0
22712	계속밝은모습 보여줘요.우리김새롬	0
22713	진짜 좋아하고 항상 응원합니다 !	0
22714	온 국민과 후손이 모두 공유할 수 있는 기회를 마련해 주셔서 감사드립니다.	0
22715	대단하네 수고했어요 축하합니다	0
22716	혹사논란 있었을때는 욕도 많이 했지만 이러나 저러나 올 시즌은 무난히 마치시길 기원하고 또 응원하겠습니다	0
22717	갓근형선생님건강한모습으로우리겼에서항상멋진연기보여주세요!	0
22718	제라드 대체 왜 까냐? 우리들한테 큰 웃음을 선사하신 분인데	0
22719	2년간 고마웠고 딸도 건강해지길 바랄게요!	0
22720	수지 역시 오늘도 예뻐~ 동갑이라 친하게지내고싶다	0
22721	순실 닥도 가는 파란집삼청동서 효자동주민센타 까지 행진 했으면	0
22722	택배기사님들께 고맙다는 말 한마디가 얼마나 힘이되는지. . .	0
22723	"중학교, 고등학교도 있는데."	0
22724	300 만은 더 될거 같은데..	0
22725	와~~~오늘 정동하 대단했다	0
22726	아이고 너무너무 감사합니다	0
22727	리옹님 감사합니다	0
22728	최고입니다... 진짜 믿고보게하는 작가인듯...	0
22729	그동안 고생많았습니다 시즌2로 꼭돌아와주세요~^^	0
22730	김연경이가 더위를 식혀주네	0
22731	애국보수 화이팅!! 저도 보수집회 동참하겟습니다	0
22732	겨울다운 날씨가 와서 감사합니다	0
22733	탈모약 개발자는 노벨상감이다	0
22734	공유나올 땐 CF보는거 같아요 ~~넘 멋있어요~~	0
22735	또 한그릇 주심 ㅋㅋㅋㅋ	0
22736	저런분 덕분에 현재 대한민국이 세계의 강대국으로 설 수 있게 만든 토양을 제공한 셈이죠	0
22737	시즌 입털기 1호 시즌이 벌써 시작 되었다	0
22738	법원의 명재판에 경의 를 표하버다	0
22739	진짜 더운 여름 모두 고생했어요~~~	0
22740	특검이 있어 다행이네요	0
22741	"무리하지말고, 서두르지말고, 신중하게 안전하게 만들어주세요~"	0
22742	현존하는 감독중에 유일하게 선수빨 없는 감독..	0
22743	엔씨 팬인데 진짜 감사합니다ㅎㅎ	0
22744	 한국 미국 일본빼면 인프라가 다른나라가 없어서라면 개최권따는국가에 경기장 짓는비용 50프로지원해주면 개때같이 개최하려할것이고 야구장 없는나라는 경기장생겨서좋고	0
22745	필 결국 떠나는구나그동안 고마웠고 고생했다	0
22746	 길가에 버려진 우리를 당신이 다시 채워주고 있습니다.	0
22747	 당내 지지가 부족해도 국민의 지지만으로 대통령 후보도 되고 대통령도 되며 잘못하면 대통령도 바꾸는 시스템을 만들어 우리 아이들에게 자식 낳고 행복하게 살고 싶은 미래를 만들어 줍시다.	0
22748	 다들 수고하셨습니다^^	0
22749	 그 정도는 책임져야합니다.	0
22750	 잘 알아보고 흥정하면 충분히 깎을 수 있는데 말이다.	0
22751	머리가 나뻤지만 노력해서 수재가 됐다는 말은 순 구라다~!!	0
22752	박영수 특검 ~~	0
22753	정상호 선수의 공을 인정합니다.	0
22754	양심있는 시민 여러분 고맙습니다	0
22755	 박수를 보낸다!	0
22756	 그 동안 수고 많으셨습니다!*^^*	0
22757	자네와이프한테축하한다고전해주게~!!ㅋ	0
22758	교민 여러분들이 진정한 애국자입니다.	0
22759	 근데 여기서 수애가 이기면 ㄹㅇ 하드캐리 하는거다	0
22760	교장 교사 살아있는 교육을 실천하고있네요 ~~~	0
22761	해녀님들 열심히 하시는모습 보기좋아요!	0
22762	이정도면 인류애가 넘치는 사람 인거다.	0
22763	고생한 배우들 스텝들...	0
22764	" 판사님 화이팅,"	0
22765	글구 스텝 여러분이 뒤에서 수고해주신 덕분인듯	0
22766	그래도 해피앤딩 만들어줘서 감사해요	0
22767	고생한 배우들 스텝들...	0
22768	리그 12승 흥해라	0
22769	그 지원속에 부모세대들이 그나마 먹고살아왔고 우리가 태어났습니다!	0
22770	졌는데도 안다치고 경기끝나게해준거에 감사해라	0
22771	 난 엘지팬으로서 무척 고마웠다.	0
22772	 앞으로동 응원할께요.	0
22773	박근혜 대통령님 참 고우시다....	0
22774	맏딸이라는 책임감이 그동안 너무도 무거우셨을것 같아요~~	0
22775	저 대신 가주셔서 감사합니다!!!!!!!!!!!!!!	0
22776	많은 댓글 조언 감사합니다.	0
22777	네 답변들 감사합니다...	0
22778	 성원에 감사합니다.	0
22779	추석지났지만 선물이래아 감사합니다	0
22780	정말 도움 많이 되었어요.	0
22781	알려주시면 감사하겠습니다	0
22782	 주변에 쏠쏠히 일동이랑 아이배넷먹는 맘들이 있어서 그런지 그래도 고민은 적게 했음.	0
22783	봐준것만으로도 고맙당~~	0
22784	감사합니다 :)	0
22785	읽어주셔서 감사합니당.	0
22786	댓글달아주신 여러분들 너무너무 감사해요...	0
22787	 나름 다이어트에 도움되는듯?ㅋㅋㅋㅋㅋㅋㅋㅋ	0
22788	 간략하게 소개를 해주면 더 땡큐~~~~~~	0
22789	 여러분의 생각이 어떤지 의견 남겨주시고카톡방에 참여하고 싶은 분들은 아래의 제 메일로 카톡 아이디를 가르켜주세요.	0
22790	맞추시는분께는 10만원상당의 상품권드림 'ㅁ'0	0
22791	댓글 감사합니다.	0
22792	앞뒤에 있는 이상한 애들 놀래켜줌 ㅎㅎㅎㅎㅎ 고마워!	0
22793	모두 복받으실거에요 ㅠㅠ	0
22794	혹시 팁가지고 계신분은 알려주시면 정말 감사할게요!	0
22795	내가 제일 좋은 남자라는 그 말다시 한번고맙다.	0
22796	 주시면 감사하게 잘쓰고 다른 필요한 분에게 물려드릴께염...ㅠ	0
22797	댓글에 카톡 아이디 남겨주세요.ㄳ	0
22798	클릭해주셨던분들 감사합니다^^;	0
22799	"징글징글하게 니가 안미워서 큰일이다 나도,그래도 태어나주고인연이되어 만났던 거난 감사해."	0
22800	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 고마워서..눈물난다.	0
22801	친정에서는 저보고 잘 판단해서 하라고하시는데 쉬기를 원하시는 눈치입니다.	0
22802	연아양을 처음 발굴한 그분에게 진심으로 감사하고 싶다.	0
22803	음식하기 정말 싫었는데달콤한 슈가보이님 등장으로흥미만땅~ㅎㅎ	0
22804	감사합니당 ^^	0
22805	열심히 배워 가려고 왔어요!백주부님!	0
22806	앞으로도 기대할께요!!	0
22807	 감사드립니다	0
22808	음식을 이렇게 쉽게 전수해 주시니 정말 감사합니다.	0
22809	 감사합니다.	0
22810	대신 한밤도 본방사수하고 예밤 들으면서 재대로 힐링했어요!!	0
22811	감사드려요	0
22812	  감사해유!!	0
22813	어느프로에 나오시든 재밌게 보고 있어요	0
22814	여러모로 고맙습니다.	0
22815	  감사하고 또 감사합니다!!	0
22816	관심 감사합니다..	0
22817	매순간 고마웠어요 많이.	0
22818	조언감사합니다	0
22819	항상 하는 일 잘 되시고...요리 쉽게 하시는 법 알려주셔서감사합니다.	0
22820	 쉽게 가르쳐 주셔서 감사해요.	0
22821	감사하고 그저 고맙습니다	0
22822	 작년에 처음갔던곳인데 큰힘이 됬어요	0
22823	상세 안내를 받은덕분에 공무원에 대해 더잘 알수있어서 공부에 도움이 되었던것같네요	0
22824	댓글로 조언해주신분들 모두 감사해요!	0
22825	댓글감사해요	0
22826	많은 분들 감사요..	0
22827	같은 거 추천해주시면 감사하겠습니다.	0
22828	쉽게 만들 수 있게 가르쳐주셔서 감사합니다~~~!!!	0
22829	김연아 선수 정말 수고 많았어요 ~	0
